YEAR,SERIAL,MONTH,CPSID,ASECFLAG,ASECWTH,STATEFIP,METAREA,PERNUM,CPSIDV,CPSIDP,ASECWT,AGE,SEX,RACE,IND,EDUC,INCTOT
2015,58302,3,2.01503E+13,1,2517.04,47,9998,1,2.01503E+14,2.01503E+13,2517.04,62,1,100,0,40,11259
2015,58303,3,2.01412E+13,1,1422.62,47,9998,1,2.01412E+14,2.01412E+13,1422.62,60,1,100,0,60,14400
2015,58303,3,2.01412E+13,1,1422.62,47,9998,2,2.01412E+14,2.01412E+13,1252.35,14,1,100,0,1,999999999
2015,58305,3,2.01501E+13,1,2603.56,47,9998,1,2.01501E+14,2.01501E+13,2603.56,51,1,100,4280,73,29002
2015,58305,3,2.01501E+13,1,2603.56,47,9998,2,2.01501E+14,2.01501E+13,2603.56,41,2,100,0,73,9124
2015,58306,3,2.01502E+13,1,2213.15,47,9998,1,2.01502E+14,2.01502E+13,2213.15,38,1,100,6990,81,45000
2015,58309,3,2.01502E+13,1,1402.97,47,9998,1,2.01502E+14,2.01502E+13,1402.97,40,2,100,0,81,14400
2015,58309,3,2.01502E+13,1,1402.97,47,9998,2,2.01502E+14,2.01502E+13,1684,12,2,100,0,1,999999999
2015,58309,3,2.01502E+13,1,1402.97,47,9998,3,2.01502E+14,2.01502E+13,1220.1,62,2,100,0,81,21600
2015,58310,3,2.01412E+13,1,2711.55,47,9998,1,2.01412E+14,2.01412E+13,2711.55,46,1,100,7290,111,50005
2015,58311,3,2.01502E+13,1,1355.95,47,9998,1,2.01502E+14,2.01502E+13,1355.95,35,2,100,8470,81,3008
2015,58311,3,2.01502E+13,1,1355.95,47,9998,2,2.01502E+14,2.01502E+13,1355.95,37,1,100,9160,111,52008
2015,58311,3,2.01502E+13,1,1355.95,47,9998,3,2.01502E+14,2.01502E+13,1232.24,14,1,100,0,1,999999999
2015,58311,3,2.01502E+13,1,1355.95,47,9998,4,2.01502E+14,2.01502E+13,1099.95,11,1,100,0,1,999999999
2015,58311,3,2.01502E+13,1,1355.95,47,9998,5,2.01502E+14,2.01502E+13,1268.21,9,1,100,0,1,999999999
2015,58311,3,2.01502E+13,1,1355.95,47,9998,6,2.01502E+14,2.01502E+13,1043.43,3,1,100,0,1,999999999
2015,58312,3,2.01502E+13,1,2351.83,47,9998,1,2.01502E+14,2.01502E+13,2351.83,64,2,100,8090,123,100058
